;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige
05754 GUETERSLOH ;217.316;141.919;71.999;2.766;437;158;37;3.928;23.496;24.081;75.424;61.491;25.169;748;433;4.033;10.315;17.427;27.591;11.580;265
05758 HERFORD ;155.791;107.242;45.814;2.225;407;69;34;2.777;16.207;16.903;53.080;45.278;19.452;594;265;2.453;6.460;10.754;18.002;7.484;254
05762 HOEXTER ;85.783;55.483;28.623;1.490;134;39;14;1.324;8.765;9.262;30.629;25.335;9.111;268;156;1.583;4.249;7.358;11.574;3.450;114
05766 LIPPE ;208.353;139.043;65.341;3.341;442;126;60;3.855;24.321;24.274;70.688;59.132;22.721;994;462;4.394;10.458;16.140;24.655;8.547;410
05770 MINDEN-LUEBBECKE ;193.649;130.890;59.292;2.871;460;97;39;3.848;22.529;22.199;67.252;52.604;21.368;996;424;3.639;8.875;14.707;22.378;8.624;417
05774 PADERBORN ;173.102;108.516;60.961;3.042;443;123;17;2.465;16.908;19.079;60.859;51.498;19.845;473;276;3.066;8.525;15.005;24.582;9.097;161
RB ZUSAMMEN ;1.196.778;789.839;385.087;17.919;2.923;776;234;20.935;129.152;133.697;412.087;341.308;140.116;4.549;2.350;22.077;56.336;93.919;148.144;58.795;1.804
RB ARNSBERG ;;;;;;;;;;;;;;;;;;;;;
05911 BOCHUM,STADT ;188.311;134.561;50.331;2.691;597;112;19;3.445;18.162;18.962;60.839;51.371;32.913;476;127;1.732;5.813;11.204;18.228;12.865;179
05913 DORTMUND,STADT ;278.018;192.982;79.998;3.971;889;140;38;5.204;28.275;30.341;93.244;78.532;37.690;902;275;2.871;10.147;19.813;31.060;15.146;358
05914 HAGEN,STADT ;94.905;66.958;26.504;1.071;298;55;19;1.875;10.057;10.428;32.661;26.480;11.820;323;119;1.080;3.537;6.902;10.162;4.496;111
05915 HAMM,STADT ;93.411;64.906;26.959;1.271;223;41;11;1.642;10.418;11.203;32.470;25.602;10.064;356;140;1.375;4.188;7.125;10.180;3.680;137
05916 HERNE,STADT ;74.900;55.695;17.584;1.397;187;18;19;1.613;8.466;8.797;25.966;19.805;8.660;213;77;787;2.562;4.675;6.627;2.670;90
05954 ENNEPE-RUHR-KREIS ;192.372;135.660;53.261;2.771;559;87;34;3.654;19.306;19.746;64.312;57.515;24.480;512;241;2.234;6.883;12.473;22.080;8.882;199
05958 HOCHSAUERLANDKREIS ;159.664;101.304;55.942;1.977;346;72;23;2.315;14.040;15.806;52.665;51.702;21.238;575;243;2.453;7.036;12.989;23.878;9.027;210
05962 MAERKISCHER KREIS ;244.203;166.998;73.232;3.048;773;108;44;3.936;22.797;25.915;82.225;74.424;31.328;955;353;3.021;9.898;17.822;29.881;11.698;348
05966 OLPE ;85.479;55.342;29.125;764;189;40;19;1.224;6.681;7.984;29.558;28.097;10.730;342;127;1.131;3.554;7.022;12.564;4.547;119
05970 SIEGEN-WITTGENSTEIN ;168.884;113.434;53.540;1.297;509;85;19;2.403;13.321;15.351;55.854;55.544;23.773;711;234;1.841;5.970;12.594;23.261;9.241;261
05974 SOEST ;181.148;118.775;59.145;2.669;437;99;23;3.213;19.632;19.872;62.095;53.237;20.639;675;313;3.078;8.193;14.544;23.941;8.607;270
05978 UNNA ;230.221;160.346;65.611;3.425;692;89;58;4.076;22.903;24.637;77.436;68.167;29.851;683;301;2.831;8.703;15.406;26.650;11.123;239
RB ZUSAMMEN ;1.991.516;1.366.961;591.232;26.352;5.699;946;326;34.600;194.058;209.042;669.325;590.476;263.186;6.723;2.550;24.434;76.484;142.569;238.512;101.982;2.521
LAND INSGESAMT ;9.807.338;6.502.288;3.097.084;169.057;31.729;5.283;1.897;177.125;964.845;1.061.121;3.269.270;2.849.140;1.315.812;34.891;14.383;133.529;402.236;727.756;1.224.567;568.589;13.553
RHEINLAND-PFALZ ;;;;;;;;;;;;;;;;;;;;;
RB KOBLENZ ;;;;;;;;;;;;;;;;;;;;;
07111 KOBLENZ,STADT ;60.060;37.969;21.315;528;207;34;7;945;4.982;5.888;19.126;18.483;9.773;214;105;752;2.387;4.308;8.484;5.130;85
07131 AHRWEILER ;80.974;53.486;26.068;1.139;234;34;13;1.659;8.485;9.380;29.083;22.983;7.941;384;168;1.318;3.948;7.012;10.239;3.124;145
07132 ALTENKIRCHEN(WESTWLD.) ;80.101;53.517;25.394;908;234;27;21;1.244;7.727;8.816;27.715;24.370;9.290;257;113;1.145;3.536;6.203;10.648;3.580;98
07133 BAD KREUZNACH ;95.604;63.521;30.718;1.051;264;35;15;1.828;10.608;10.965;33.294;27.233;10.125;403;200;1.804;4.376;8.039;12.021;4.007;150
07134 BIRKENFELD ;50.816;34.643;15.617;372;143;26;15;871;5.311;5.786;17.791;15.119;5.294;179;72;832;2.366;4.056;6.310;1.872;62
07135 COCHEM-ZELL ;39.551;23.468;15.493;511;58;15;6;618;3.620;4.640;13.933;12.311;3.927;136;80;734;2.163;4.228;6.445;1.752;52
07137 MAYEN-KOBLENZ ;132.259;87.892;42.692;1.232;372;50;21;2.192;12.028;14.244;46.323;40.506;14.775;536;227;1.890;5.956;10.887;17.667;5.717;193
07138 NEUWIED ;113.773;74.284;37.295;1.773;357;40;24;1.891;11.305;13.497;39.850;32.648;12.688;523;183;1.809;5.539;9.294;14.598;5.549;168
07140 RHEIN-HUNSRUECK-KREIS ;66.788;39.410;26.484;662;189;27;16;943;5.559;7.169;23.902;21.445;6.853;261;117;1.008;3.562;7.203;11.205;3.218;98
07141 RHEIN-LAHN-KREIS ;77.227;51.603;24.482;941;162;20;19;1.409;8.086;8.608;26.922;22.833;8.185;371;131;1.173;3.343;6.227;10.201;3.188;138
07143 WESTERWALDKREIS ;129.554;82.363;45.362;1.430;315;63;21;1.727;10.824;12.862;43.274;42.484;16.606;444;197;1.755;5.633;10.635;19.881;6.983;143
RB ZUSAMMEN ;926.707;602.156;310.920;10.547;2.535;371;178;15.327;88.535;101.855;321.213;280.415;105.457;3.708;1.593;14.220;42.809;78.092;127.699;44.120;1.332
RB TRIER ;;;;;;;;;;;;;;;;;;;;;
07211 TRIER-SAARBURG ;144.644;88.194;55.328;566;457;78;21;2.198;12.456;15.902;49.470;46.277;16.165;593;237;2.337;7.165;14.498;23.418;7.316;201
07231 BERNKASTEL-WITTLICH ;71.849;43.579;27.640;413;173;33;11;1.153;6.747;8.353;24.794;22.254;7.523;295;150;1.400;4.015;7.118;11.290;3.486;101
07232 EIFELKREIS BITBURG-PRUEM ;62.522;33.833;28.090;313;245;27;14;972;5.917;7.359;21.784;19.166;6.488;261;99;1.212;3.982;7.830;11.440;3.372;96
07233 VULKANEIFEL ;39.257;22.946;15.795;397;92;18;9;596;3.731;4.375;13.613;12.247;4.102;191;59;726;2.082;4.151;6.653;1.995;73
RB ZUSAMMEN ;318.272;188.552;126.853;1.689;967;156;55;4.919;28.851;35.989;109.661;99.944;34.278;1.340;545;5.675;17.244;33.597;52.801;16.169;471
RB RHEINHESSEN-PFALZ ;;;;;;;;;;;;;;;;;;;;;
07311 FRANKENTHAL(PFALZ),STADT ;25.962;17.842;7.735;229;140;12;4;607;3.035;3.204;8.647;7.009;3.057;106;31;391;1.131;2.005;2.836;1.257;38
07312 KAISERSLAUTERN,STADT ;49.693;34.509;14.412;463;255;46;8;998;5.455;5.507;15.281;13.277;8.445;217;71;698;1.898;3.219;5.281;3.140;56
07313 LANDAU I.D.PFALZ,STADT ;26.172;17.757;8.082;225;86;18;4;650;3.130;2.995;8.152;7.088;3.654;157;53;461;1.136;1.909;3.020;1.408;55
07314 LUDWIGSHAFEN A.RH.,STADT ;80.122;54.765;24.167;656;290;230;14;1.779;9.133;9.645;26.253;21.024;10.937;474;120;1.149;3.446;6.009;8.610;4.638;103
07315 MAINZ,STADT ;97.320;61.805;34.293;741;378;83;20;1.988;9.317;9.982;30.629;28.153;15.400;335;130;1.332;3.872;7.708;12.963;8.033;134
07316 NEUSTADT A.D.WSTR.,STADT ;31.733;21.363;10.023;254;73;17;3;754;3.664;3.851;10.376;8.625;3.844;133;83;614;1.493;2.420;3.767;1.537;54
07317 PIRMASENS,STADT ;22.258;15.548;6.442;166;91;9;2;444;2.537;2.558;7.321;6.258;2.828;76;32;314;920;1.509;2.484;1.137;28
07318 SPEYER,STADT ;28.638;19.063;9.187;298;75;14;1;554;3.094;3.397;9.228;8.024;3.892;113;52;436;1.327;2.203;3.461;1.627;55
07319 WORMS,STADT ;44.100;30.489;12.997;376;192;36;10;931;5.173;5.471;15.090;11.894;4.979;155;98;754;1.975;3.415;4.860;1.787;56
07320 ZWEIBRUECKEN,STADT ;20.590;14.091;6.178;159;147;9;6;433;2.215;2.580;7.022;5.835;2.220;75;29;285;906;1.624;2.474;801;32
07331 ALZEY-WORMS ;81.077;51.647;28.390;782;190;49;19;1.514;8.651;9.513;27.535;23.901;8.763;322;188;1.717;4.195;7.293;11.275;3.440;160
07332 BAD DUERKHEIM ;86.959;57.967;27.809;896;216;53;18;1.967;9.520;10.016;28.027;25.700;10.197;407;226;1.586;3.998;6.771;11.088;3.816;185
07333 DONNERSBERGKREIS ;47.835;30.229;16.905;545;131;16;9;920;5.281;5.683;16.341;14.139;4.819;206;103;942;2.404;4.464;6.775;2.069;91
07334 GERMERSHEIM ;79.320;52.031;26.319;650;273;31;16;1.654;8.625;9.775;26.224;21.109;10.758;302;184;1.404;4.244;7.032;9.203;4.007;136
07335 KAISERSLAUTERN ;65.803;44.682;20.269;560;254;25;13;1.288;7.276;7.923;22.681;18.853;6.973;253;118;1.159;3.125;5.419;7.852;2.406;105
07336 KUSEL ;46.072;31.212;14.321;356;157;12;14;914;5.321;5.766;16.514;12.929;4.078;168;93;894;2.262;3.949;5.520;1.471;70
07337 SUEDLICHE WEINSTRASSE ;73.611;48.969;23.816;546;225;40;15;1.886;9.381;9.103;24.240;19.796;7.806;424;262;1.832;3.878;5.922;8.629;2.952;204
07338 RHEIN-PFALZ-KREIS ;97.817;68.646;27.877;908;313;54;19;2.413;10.693;10.982;32.649;28.766;10.746;454;223;1.639;4.139;6.967;11.252;3.345;176
07339 MAINZ-BINGEN ;134.281;85.513;46.865;1.329;432;124;18;2.420;12.789;15.431;43.768;41.192;16.383;496;248;2.114;6.788;10.721;19.709;6.903;193
07340 SUEDWESTPFALZ ;65.062;43.162;21.128;532;198;18;24;1.342;7.117;7.737;22.648;18.867;6.448;278;182;1.253;3.205;5.722;8.244;2.325;126
RB ZUSAMMEN ;1.204.425;801.290;387.215;10.671;4.116;896;237;25.456;131.407;141.119;398.626;342.439;146.227;5.151;2.526;20.974;56.342;96.281;149.303;58.099;2.057
LAND INSGESAMT ;2.449.404;1.591.998;824.988;22.907;7.618;1.423;470;45.702;248.793;278.963;829.500;722.798;285.962;10.199;4.664;40.869;116.395;207.970;329.803;118.388;3.860
SAARLAND ;;;;;;;;;;;;;;;;;;;;;
10041 SAARBRUECKEN,STADTVERB. ;186.698;126.897;57.699;993;961;112;36;3.643;19.097;23.427;60.530;53.083;23.633;972;324;2.856;7.910;14.117;22.252;9.757;336
10042 MERZIG-WADERN ;68.489;42.302;25.596;321;236;33;1;1.116;6.088;8.186;23.628;20.784;7.568;247;126;1.261;3.498;6.909;10.302;3.293;97
10043 NEUNKIRCHEN ;84.141;58.961;24.178;586;364;23;29;1.452;8.377;10.306;28.568;24.828;9.486;236;142;1.177;3.527;5.970;9.944;3.214;87
10044 SAARLOUIS ;128.572;88.194;39.296;546;448;50;38;2.423;11.653;15.563;44.715;37.169;14.889;670;263;1.795;5.905;10.562;15.313;5.116;235
10045 SAAR-PFALZ-KREIS ;95.380;64.593;29.679;616;397;62;33;1.649;9.151;11.640;31.382;28.622;11.618;437;179;1.488;4.079;7.035;12.197;4.469;150
10046 SANKT WENDEL ;59.539;39.560;19.306;464;175;23;11;910;5.478;6.487;20.776;18.575;6.529;151;93;908;2.576;5.061;8.056;2.471;54
LAND INSGESAMT ;622.819;420.507;195.754;3.526;2.581;303;148;11.193;59.844;75.609;209.599;183.061;73.723;2.713;1.127;9.485;27.495;49.654;78.064;28.320;959
SACHSEN ;;;;;;;;;;;;;;;;;;;;;
RB CHEMNITZ ;;;;;;;;;;;;;;;;;;;;;
14511 CHEMNITZ, STADT ;123.841;89.108;32.934;1.069;575;81;74;1.423;9.420;12.009;41.704;40.329;17.629;555;117;1.242;3.771;6.816;14.131;6.698;118
14521 ERZGEBIRGSKREIS ;201.320;147.492;51.737;1.516;434;57;84;2.545;16.536;20.534;72.827;63.897;22.690;1.009;187;2.521;6.895;11.964;22.303;7.702;111
14522 MITTELSACHSEN ;178.911;127.984;48.392;1.908;490;57;80;2.631;16.822;19.574;66.563;53.271;17.867;991;233;2.564;6.759;11.670;20.272;6.669;167
14523 VOGTLANDKREIS ;135.495;98.936;35.017;1.033;431;32;46;1.913;11.304;13.584;48.192;42.505;15.951;878;148;1.692;4.802;7.509;14.985;5.696;138
14524 ZWICKAU ;183.466;135.957;45.114;1.674;527;110;84;2.211;14.873;17.910;64.631;58.751;22.564;658;177;1.964;5.561;10.131;19.504;7.587;96
RB ZUSAMMEN ;823.033;599.477;213.194;7.200;2.457;337;368;10.723;68.955;83.611;293.917;258.753;96.701;4.091;862;9.983;27.788;48.090;91.195;34.352;630
RB DRESDEN ;;;;;;;;;;;;;;;;;;;;;
14612 DRESDEN, STADT ;222.636;155.841;62.952;2.076;1.455;205;107;3.268;19.433;22.538;74.727;68.367;31.318;684;299;2.777;7.312;13.194;26.125;12.756;231
14625 BAUTZEN ;178.041;129.363;46.122;1.819;586;52;99;3.113;19.329;20.807;64.961;49.621;17.673;1.087;218;2.351;6.875;11.250;18.481;6.701;174
14626 GOERLITZ ;142.128;108.852;31.509;1.261;390;44;72;2.559;17.315;16.965;53.056;37.098;13.182;873;205;1.922;4.939;7.887;12.045;4.275;167
14627 MEISSEN ;134.877;96.191;36.782;1.170;624;39;71;2.743;15.194;15.455;47.887;37.688;13.987;661;195;2.048;5.510;8.842;14.653;5.316;129
14628 SAECHS.SCHWEIZ-OSTERZGEB. ;139.691;101.862;35.875;1.195;637;50;72;2.502;14.495;16.239;50.115;40.181;14.211;826;199;1.999;5.402;8.231;14.645;5.182;145
RB ZUSAMMEN ;817.373;592.109;213.240;7.521;3.692;390;421;14.185;85.766;92.004;290.746;232.955;90.371;4.131;1.116;11.097;30.038;49.404;85.949;34.230;846
RB LEIPZIG ;;;;;;;;;;;;;;;;;;;;;
14713 LEIPZIG, STADT ;220.026;159.613;56.144;2.528;1.459;170;112;3.340;19.898;23.293;74.836;66.014;30.062;509;144;1.896;6.475;12.096;23.311;11.789;198
14729 LEIPZIG ;149.369;105.637;41.376;1.829;405;51;71;2.501;14.297;16.366;53.297;44.423;16.338;700;138;1.775;5.555;9.884;17.390;6.436;122
14730 NORDSACHSEN ;112.523;80.092;30.987;1.072;296;36;40;2.256;11.492;12.278;40.213;32.484;11.768;459;139;1.372;4.228;7.589;12.792;4.672;107
RB ZUSAMMEN ;481.918;345.342;128.507;5.429;2.160;257;223;8.097;45.687;51.937;168.346;142.921;58.168;1.668;421;5.043;16.258;29.569;53.493;22.897;427
LAND INSGESAMT ;2.122.324;1.536.928;554.941;20.150;8.309;984;1.012;33.005;200.408;227.552;753.009;634.629;245.240;9.890;2.399;26.123;74.084;127.063;230.637;91.479;1.903
SACHSEN-ANHALT ;;;;;;;;;;;;;;;;;;;;;
15001 DESSAU-ROßLAU,STADT ;41.926;31.335;9.893;473;184;10;31;655;3.977;4.513;14.523;12.913;4.949;116;43;382;1.243;2.075;4.353;1.726;37
15002 HALLE (SAALE),STADT ;92.840;69.513;21.767;975;487;37;61;1.389;8.034;9.274;31.972;29.035;12.234;202;81;690;2.428;4.878;9.315;4.253;56
15003 MAGDEBURG, STADT ;109.014;79.428;28.111;975;402;47;51;1.575;9.377;11.030;37.055;33.580;14.026;550;101;885;3.033;6.187;12.332;5.376;129
15081 ALTMARKKREIS SALZWEDEL ;50.257;32.781;16.808;510;125;13;20;979;5.926;5.766;18.190;14.195;4.357;282;87;1.091;2.570;4.383;6.586;1.970;74
15082 ANHALT-BITTERFELD ;92.073;68.444;22.635;686;235;24;49;1.610;8.886;9.920;32.831;27.908;9.941;234;119;958;2.915;5.243;9.790;3.509;49
15083 BOERDE ;104.142;71.865;30.967;1.095;151;27;37;1.551;10.040;10.925;38.226;31.920;10.133;302;135;1.452;4.084;7.815;13.158;4.141;91
15084 BURGENLANDKREIS ;100.738;73.655;25.599;1.118;278;20;68;1.557;9.383;10.803;36.489;30.687;10.708;313;99;1.066;3.312;6.179;11.035;3.802;57
15085 HARZ ;121.437;84.362;35.272;1.410;283;39;71;1.717;11.147;12.703;42.988;37.928;13.382;336;156;1.627;4.868;8.335;15.071;5.011;92
15086 JERICHOWER LAND ;53.633;37.152;15.824;453;167;7;30;1.072;5.554;6.363;18.941;15.486;4.931;337;99;858;2.320;3.866;6.583;1.975;72
15087 MANSFELD-SUEDHARZ ;79.819;57.056;21.902;551;254;19;37;1.371;7.287;8.280;27.947;24.772;9.189;277;105;865;2.721;5.122;9.598;3.396;55
15088 SAALEKREIS ;111.877;80.207;30.037;1.131;425;18;59;1.645;9.703;11.513;38.777;35.567;13.431;420;105;1.136;3.676;6.653;13.386;4.943;83
15089 SALZLANDKREIS ;104.809;76.822;26.417;1.177;307;15;71;1.700;10.306;11.360;37.599;31.753;11.142;255;123;1.061;3.277;6.264;11.489;4.099;58
15090 STENDAL ;62.775;42.088;19.915;586;150;20;16;1.239;7.436;7.791;22.694;17.222;5.359;393;112;1.166;3.190;5.363;7.675;2.278;91
15091 WITTENBERG ;74.431;54.865;18.450;774;291;14;37;1.449;8.316;8.791;26.004;21.472;7.410;375;87;937;2.603;4.371;7.773;2.564;76
LAND INSGESAMT ;1.199.771;859.573;323.597;11.914;3.739;310;638;19.509;115.372;129.032;424.236;364.438;131.192;4.392;1.452;14.174;42.240;76.734;138.144;49.043;1.020
SCHLESWIG-HOLSTEIN ;;;;;;;;;;;;;;;;;;;;;
01001 FLENSBURG,STADT ;42.321;26.059;15.684;367;156;42;13;589;4.039;4.673;14.348;12.551;5.482;168;119;996;2.223;3.688;5.885;2.588;83
01002 KIEL,STADT ;107.982;70.770;35.773;863;495;64;17;1.995;11.605;12.289;35.701;30.804;13.880;686;464;2.605;5.289;7.733;13.029;6.155;364
01003 LUEBECK,STADT ;96.030;65.341;29.316;997;298;62;16;1.979;10.897;10.946;32.538;26.606;11.549;532;333;2.005;4.371;6.563;10.616;5.037;270
01004 NEUMUENSTER,STADT ;40.776;26.622;13.521;454;150;23;6;647;4.796;5.124;13.912;10.995;4.781;149;101;905;2.083;3.230;4.985;2.097;63
01051 DITHMARSCHEN ;77.783;47.716;29.142;668;194;47;16;1.359;9.892;10.288;27.274;21.069;6.818;356;270;2.627;5.380;7.547;10.105;2.875;179
01053 HERZOGTUM LAUENBURG ;112.139;72.597;37.734;1.398;319;74;17;2.187;11.907;12.736;38.879;32.899;11.685;674;358;2.613;5.879;9.414;14.390;4.608;327
01054 NORDFRIESLAND ;98.386;59.754;37.262;918;268;155;29;1.848;12.033;12.640;33.061;27.023;9.824;449;361;3.477;6.680;8.982;13.141;4.097;200
01055 OSTHOLSTEIN ;120.584;81.037;38.071;1.175;225;57;19;2.493;13.500;13.545;41.466;35.112;12.509;743;459;3.001;6.252;8.919;14.469;4.487;341
01056 PINNEBERG ;170.317;115.744;52.303;1.485;622;140;23;2.836;16.720;18.580;56.636;51.614;21.319;492;478;3.335;8.073;11.593;20.357;7.914;218
01057 PLOEN ;76.958;49.926;26.178;592;213;35;14;1.393;8.970;9.433;26.603;22.223;7.188;315;279;2.279;4.629;6.368;9.680;2.596;182
01058 RENDSBURG-ECKERNFOERDE ;165.360;100.330;62.880;1.596;471;68;15;2.801;18.435;20.314;56.535;48.164;16.483;687;585;5.034;10.554;15.537;23.342;7.058;359
01059 SCHLESWIG-FLENSBURG ;120.505;69.424;49.398;1.349;215;94;25;2.027;14.612;16.301;42.219;32.978;10.368;513;452;4.295;8.961;13.087;17.272;4.678;271
01060 SEGEBERG ;160.052;103.047;54.702;1.628;552;96;27;2.638;15.789;18.424;54.202;47.510;19.121;675;487;3.570;8.442;12.607;20.780;8.241;336
01061 STEINBURG ;77.735;49.453;27.226;839;163;36;18;1.316;8.944;9.662;26.751;22.127;7.665;473;271;2.140;4.593;6.761;9.979;3.121;254
01062 STORMARN ;146.285;95.084;49.100;1.395;586;80;40;2.803;13.588;15.099;47.472;44.520;19.961;886;488;2.854;6.639;10.413;19.181;8.956;400
LAND INSGESAMT ;1.613.213;1.032.904;558.290;15.724;4.927;1.073;295;28.911;175.727;190.054;547.597;466.195;178.633;7.798;5.505;41.736;90.048;132.442;207.211;74.508;3.847
THUERINGEN ;;;;;;;;;;;;;;;;;;;;;
16051 ERFURT, STADT ;94.925;65.187;28.284;982;366;74;32;1212;7.684;9.122;31.718;30.200;13.985;191;87;936;2.885;5.834;12.254;6.169;41
16052 GERA, STADT ;45.314;32.625;12.022;469;167;10;21;575;3.733;4.465;15.475;14.466;6.041;103;38;445;1.406;2.626;5.244;2.213;20
16053 JENA, STADT ;44.324;30.039;13.584;407;248;26;20;790;3.399;4.235;14.288;14.173;6.839;242;71;529;1.410;2.686;5.847;2.946;68
16054 SUHL, STADT ;19.373;13.242;5.844;148;128;3;8;166;1.140;1.563;6.025;7.199;3.084;26;16;218;578;1.075;2.744;1.193;6
16055 WEIMAR, STADT ;28.362;19.564;8.356;276;134;21;11;424;2.331;2.787;9.449;9.001;4.008;143;29;327;995;1.757;3.577;1.601;51
16056 EISENACH, STADT ;21.571;15.406;5.861;199;87;9;9;271;1.548;1.971;6.908;6.763;3.759;139;34;234;672;1.213;2.536;1.132;33
16061 EICHSFELD ;59.372;39.020;19.490;747;87;13;15;839;4.816;6.027;21.529;18.948;6.208;367;74;827;2.652;4.644;8.430;2.753;73
16062 NORDHAUSEN ;46.826;33.374;12.829;500;83;29;11;683;4.493;5.082;17.022;14.048;4.934;210;58;638;1.772;2.974;5.376;1.947;37
16063 WARTBURGKREIS ;75.334;51.970;22.317;837;157;28;25;1000;6.216;7.701;27.187;24.079;8.237;521;96;1.016;2.982;5.356;9.667;3.104;69
16064 UNSTRUT-HAINICH-KREIS ;55.817;38.852;16.206;613;123;11;12;711;5.043;6.064;20.333;16.923;6.078;123;59;725;2.216;3.836;6.930;2.353;43
16065 KYFFHAEUSERKREIS ;44.244;31.688;12.054;405;70;3;24;775;4.662;4.719;15.750;13.191;4.349;108;55;618;1.520;2.817;5.303;1.662;40
16066 SCHMALKALDEN-MEININGEN ;73.987;49.431;23.618;666;202;37;33;982;5.954;7.477;25.652;24.225;8.688;446;83;1.066;2.968;5.319;10.514;3.553;88
16067 GOTHA ;74.829;52.743;21.133;725;178;17;33;961;6.178;7.526;26.629;23.867;8.728;235;100;958;2.582;4.794;9.259;3.360;45
16068 SOEMMERDA ;39.889;27.748;11.677;379;67;6;12;586;3.610;4.093;14.579;12.451;4.100;150;49;505;1.506;2.878;5.065;1.626;29
16069 HILDBURGHAUSEN ;39.126;25.673;13.037;319;74;4;19;450;3.147;3.759;14.083;12.902;4.357;120;45;623;1.630;3.028;5.819;1.851;24
16070 ILM-KREIS ;58.965;40.289;17.896;562;166;31;21;825;4.918;5.727;20.401;19.176;7.042;230;64;735;2.169;3.989;7.996;2.853;46
16071 WEIMARER-LAND ;47.655;32.741;14.251;501;139;13;10;722;4.096;4.874;16.341;15.028;5.557;176;60;650;1.809;3.230;6.214;2.182;56
16072 SONNEBERG ;33.248;24.091;8.735;309;87;11;15;333;2.301;2.888;11.435;11.494;4.478;104;18;372;1.048;1.761;4.019;1.483;19
16073 SAALFELD-RUDOLSTADT ;61.213;42.847;17.601;552;171;14;28;813;5.009;6.000;21.504;19.891;7.208;192;80;767;2.184;4.065;7.712;2.703;42
16074 SAALE-HOLZLANDKREIS ;48.605;33.353;14.461;563;200;9;19;709;4.177;5.204;17.281;15.040;5.530;140;79;656;1.876;3.408;6.154;2.213;35
16075 SAALE-ORLA-KREIS ;50.214;34.143;15.474;487;83;10;17;666;4.241;5.279;18.244;15.919;5.147;146;62;648;2.022;3.736;6.835;2.123;19
16076 GREIZ ;60.093;41.998;17.248;630;181;14;22;808;5.212;6.105;21.275;18.876;6.871;261;80;835;2.287;3.951;7.368;2.640;50
16077 ALTENBURGER LAND ;51.231;38.381;12.212;486;109;22;21;823;4.655;5.384;18.557;15.345;5.873;247;51;511;1.552;2.817;5.301;1.925;38
LAND INSGESAMT ;1.174.517;814.405;344.190;11.762;3.307;415;438;16124;98.563;118.052;411.665;373.205;141.101;4.620;1.388;14.839;42.721;77.794;150.164;55.585;972
Sonstige;;;;;;;;;;;;;;;;;;;;;
INSGESAMT ;21.393;9.250;11.728;327;68;14;6;403;2.349;3.548;6.744;6.250;1.550;94;116;1.257;2.362;2.453;4.156;1.301;46
DeutsChland;;;;;;;;;;;;;;;;;;;;;
INSGESAMT ;;;;;;;;;;;;;;;;;;;;;
